When did it happen,Year,City or County,State,State Abbrv,Address,Total Fatalities,Total Injured,Comment,Venue,Related to School?
29-Jan-16,2016,Caroline Co.,Virginia,VA,"Caroline Co., Virginia",2,2,The shooter was not identified,N/A,N/A
30-Jan-16,2016,Denver,Colorado,CO,"Denver, Colorado",1,3,The shooter was not identified,N/A,N/A
30-Jan-16,2016,Glendale,Arizona,AZ,"Glendale, Arizona",3,5,"Altercation broke out at a house party. A group of five hispanics were asked to leave. They got in a car, and as they drove away, opened fire on the house.",Residential home/Neighborhood,N/A
31-Jan-16,2016,New Orleans,Louisiana,LA,"New Orleans, Louisiana",0,3,"Altercation broke out at a gas station in New Orleans, when the shooter shot and injured 3 people. One of the victims returned fire and injured the instigator.",Street/Highway,No
3-Feb-16,2016,Washington,District of Columbia,DC,"Washington, District of Columbia",0,4,The shooter was not identified,N/A,N/A
6-Feb-16,2016,Apopka,Florida,FL,"Apopka, Florida",0,4,The shooter was not identified,N/A,N/A
6-Feb-16,2016,Los Angeles,California,CA,"Los Angeles, California",1,3,"Police were called to a street to investigate an assault case. One hispanic man lay dead on the street. Two other adult males, and a young female were injured.",Street/Highway,No
6-Feb-16,2016,Tampa,Florida,FL,"Tampa, Florida",2,6,"Fighting broke out in a strip club when an unknown shooter starting firing. One person died on the scene, and one died later. Six were injured.",Entertainment Venue,No
6-Feb-16,2016,Uvalde,Texas,TX,"Uvalde, Texas",4,0,19-year-old male kills his mother and two neighbors before killing himself. Motive is unclear.,Residential home/Neighborhood,No
7-Feb-16,2016,Chicago (Englewood),Illinois,IL,"Chicago (Englewood), Illinois",0,4,The shooter was not identified,N/A,N/A
7-Feb-16,2016,Orlando,Florida,FL,"Orlando, Florida",2,10,Two people were killed and several others were hurt in a mass shooting inside an Orlando nightclub early Sunday morning.,Entertainment venue,No
7-Feb-16,2016,Pass Christian,Mississippi,MS,"Pass Christian, Mississippi",2,4,"The shooter was Malcolm Dedeaux, Donald Dedeaux, Jessie Williams, Jermaine Ratcliff, Charles Johnson",N/A,N/A
7-Feb-16,2016,Rochester,New York,NY,"Rochester, New York",1,7,The shooter was not identified,N/A,N/A
7-Feb-16,2016,Rochester ,New York,NY,"Rochester , New York",1,7,"Two groups of people fired at each other after a fight broke out outside of the Mexican Village Nightclub in Rochester, NY",Entertainment Venue,No
9-Feb-16,2016,Muskegon Heights,Michigan,MI,"Muskegon Heights, Michigan",0,3,"Shooter was a part of a fight outside of a high school gym. He fired at a crowd, injuring three. He fled the scene and was confronted by a police officer. When he wouldn't drop his weapon, the police officer shot and injured him.",School/College/Uni,Yes
11-Feb-16,2016,Turner Co.,Georgia,GA,"Turner Co., Georgia",1,3,The shooter was not identified,N/A,N/A
12-Feb-16,2016,Plymouth,Minnesota,MN,"Plymouth, Minnesota",2,2,The shooter was Corey Perry,N/A,N/A
13-Feb-16,2016,Marrero,Louisiana,LA,"Marrero, Louisiana",0,4,The shooter was Corey Ursin,N/A,N/A
14-Feb-16,2016,Eutaw,Alabama,AL,"Eutaw, Alabama",0,5,"The shooter was Avery Hughes, LaDexter Pelt",N/A,N/A
14-Feb-16,2016,Eutaw (Union),Alabama,AL,Earnest Friday Road,0,5,N/A,N/A,N/A
14-Feb-16,2016,Houston,Texas,TX,8449 Gulf Freeway,1,3,N/A,N/A,N/A
18-Feb-16,2016,South Salt Lake,Utah,UT,"South Salt Lake, Utah",3,1,The shooter was not identified,N/A,N/A
19-Feb-16,2016,Edgerton,Missouri,MO,"Edgerton, Missouri",4,0,The shooter was Grayden Denham,N/A,N/A
19-Feb-16,2016,Iuka,Mississippi,MS,"Iuka, Mississippi",2,3,The shooter was Charles Lambert,N/A,N/A
19-Feb-16,2016,Vallejo,California,CA,"Vallejo, California",2,2,"Two suspects shot at a car and killed one person outright, and the second victim died in the hospital. Two others injured. No leads on suspects.",Street/Highway,No
20-Feb-16,2016,Bessemer,Alabama,AL,"Bessemer, Alabama",1,3,The shooter was Mario Desmond,N/A,N/A
20-Feb-16,2016,Iuka,Mississippi,MS,"Iuka, Mississippi",2,3,"Law enforcement officers in northeastern Mississippi stormed a house Saturday after an hours-long standoff with a gunman holed up inside, leading to a shootout that left one officer dead and three others wounded.The standoff started Friday afternoon when authorities responded to a domestic dispute call at the home near Iuka. But the man, holed up in his home with his wife and 10-year-old daughter, refused to come out, sparking the standoff with officers outside. The man suspected of firing on the officers was also killed.",Residential home/Neighborhood,No
20-Feb-16,2016,Kalamazoo,Michigan,MI,"Kalamazoo, Michigan",6,2,"The gunman shot eight people in three different parts of the county. For nearly five hours Saturday, the shooter drove from one target to another, gunning down victims at random. And in between the shootings, he apparently picked up passengers for Uber.",Residential home/Neighborhood,No
20-Feb-16,2016,Kalamazoo ,Michigan,MI,"Kalamazoo , Michigan",6,2,An Uber driver fired upon people in three locations over the course of about 6 hours.,Street/Highway,No
20-Feb-16,2016,Kalamazoo County,Michigan,MI,"Kalamazoo County, Michigan",6,2,"Spree killing in Kalamazoo County (MI), 2016. Jason B. Dalton, a driver for Uber, apparently selected his victims randomly as he went on a rampage over several hours in three different locations, including five people he shot in the parking lot of a Cracker Barrel restaurant. He was ""arrested without incident"" at a downtown Kalamazoo bar about six hours after the rampage began. 6 people died.",N/A,No
20-Feb-16,2016,Orlando,Florida,FL,"Orlando, Florida",0,4,The shooter was Roy Stephens,N/A,N/A
20-Feb-16,2016,Tampa,Florida,FL,"Tampa, Florida",1,3,"Argument led to gun shots in the parking lot outside of a hookah bar in Tampa, Florida",Entertainment Venue,No
21-Feb-16,2016,Hazelwood,Missouri,MO,"Hazelwood, Missouri",1,3,"Car was fired upon from a stolen Mercedes on the interstate in Hazelwood, MO. One woman died. 3 Injured.",Street/Highway,N/A
21-Feb-16,2016,Hazlewood,Missouri,MO,"Hazlewood, Missouri",1,3,"The shooter was Tony Bailey, Jerrod Corley, Leroy Coleman",N/A,N/A
21-Feb-16,2016,Houston,Texas,TX,"Houston, Texas",0,5,"Group of people was fired upon by an unknown number of people in a dark SUV and a white Ford Truck. Five people, including a baby, were injured.",Street/Highway,N/A
21-Feb-16,2016,Kalamazoo,Michigan,MI,"Kalamazoo, Michigan",6,2,The shooter was Jason Dalton,N/A,N/A
23-Feb-16,2016,Daytona Beach,Florida,FL,"Daytona Beach, Florida",0,4,"The shooter was Ricardo Watson, Rakim Watson",N/A,N/A
23-Feb-16,2016,Glendale,Arizona,AZ,"Glendale, Arizona",5,0,"Five family members are dead after the son opened fire at their house on Tuesday morning. The shooter killed his father, his mother, his 18-year-old sister, and his 6-year-old sister. Police fatally shot the  shooter after a confrontation inside the home.",Residential home/Neighborhood,No
23-Feb-16,2016,Phoenix,Arizona,AZ,"Phoenix, Arizona",5,0,Son shot his parents and two sisters in their Phoenix home. Police arrive because the house was on fire. Police shot and killed the shooter.,Residential home/Neighborhood,No
24-Feb-16,2016,Atlanta,Georgia,GA,"Atlanta, Georgia",0,4,The shooter was Brent Morrie,N/A,N/A
24-Feb-16,2016,Bailey,Colorado,CO,"Bailey, Colorado",2,2,The shooter was Martin Wirth,N/A,N/A
25-Feb-16,2016,Belfair,Washington,WA,"Belfair, Washington",5,0,"Man killed wife, two kids, and neighbor before calling the cops to tell them he did something bad. They fired tear gas to get him outside. He came out and shot himself in the head.",Residential home/Neighborhood,No
25-Feb-16,2016,Hesston,Kansas,KS,"Hesston, Kansas",4,14,"After receiving a court order over domestic violence, the man returned to the factory for the shooting spree.The man who wounded three people before storming into the central Kansas the lawn mower factory where he worked and shooting 14 others, killing three of them, had just been served a protection from abuse order that likely triggered the attack. Police say they believe the man fired at random while he was returning to his workplace.",Workplace,No
26-Feb-16,2016,Belfair,Washington,WA,"Belfair, Washington",5,0,"A man phoned an officer with the Mason County Sheriff's Office to say that he had shot his family and was going to kill himself next. The man was flushed out of his house when the SWAT team fired tear gas inside. He walked outside and shot himself in front of the officers who were gathered in front of the property. The shooter killed his wife, her two teenage sons and a neighbor.",Residential home/Neighborhood,No
27-Feb-16,2016,Woodbridge,Virginia,VA,"Woodbridge,  Virginia",2,2,"Three officers arrived to investigate a domestic dispute call, the shooter fired a rifle from the front door of his home, striking all three. Inside the house, police found his wife dead in a bedroom.",Residential home/Neighborhood,No
27-Feb-16,2016,Woodbridge (Lake Ridge),Virginia,VA,13051 Lashmere Court,2,2,N/A,N/A,N/A
28-Feb-16,2016,Detroit,Michigan,MI,"Detroit, Michigan",0,5,"Man apparently inappropriately touched a stripper. He was asked to leave. He waited outside, then shot the stripper and four other people.",Entertainment Venue,No
28-Feb-16,2016,Jurupa Valley,California,CA,"Jurupa Valley, California",1,3,Shooter fired upon group of people in a restaurant parking lot,Restaurant/Café,N/A
28-Feb-16,2016,Riverside (Jarupa Valley),California,CA,"Riverside (Jarupa Valley), California",1,3,The shooter was Pedro Jorge Cardenas,N/A,N/A
28-Feb-16,2016,Riverside (Jurupa Valley),California,CA,5500 block of Etiwanda Avenue,1,3,N/A,N/A,N/A
4-Mar-16,2016,Columbus,Ohio,OH,"Columbus, Ohio",1,3,The shooter was Marctarius Grace,N/A,N/A
5-Mar-16,2016,Wichita,Kansas,KS,"Wichita, Kansas",0,4,Altercation led to group of people getting kicked out of a club. Shooting took place around 1am outside the club. Four injured. ,Entertainment Venue,No
6-Mar-16,2016,Chelsea,Massachusetts,MA,"Chelsea, Massachusetts",1,6,"The shooting happened early Sunday morning during a party in a vacant apartment. The shooter pened fire with one gun at a party of about 50 people in an vacant, three-room apartment. A 19-year-old Chelsea resident was was killed in a shooting that wounded five other teens and a 22-year-old.",Residential home/Neighborhood,No
6-Mar-16,2016,Compton,California,CA,"Compton, California",1,8,The shooter was not identified,N/A,N/A
6-Mar-16,2016,Roswell,Georgia,GA,"Roswell, Georgia",0,4,"Altercation in a hookah bar led a group of seven people to leave in a mini-van. They were followed. When the car stopped, the shooter fired upon the car. Four of the seven sustained non-life-threatening injuries. ",Entertainment Venue,No
7-Mar-16,2016,Kansas City,Kansas,KS,"Kansas City, Kansas",5,0,"Four people were found dead Monday night in a home in Kansas City, Kansas. A fifth man was shot to death Tuesday in Missouri. The shooter lives in a house next door to the home where four people were found shot Monday night. The shooter and the neighbors are all familiar with each other.",Residential home/Neighborhood,No
7-Mar-16,2016,Lafayette,Louisiana,LA,"Lafayette, Louisiana",0,4,"Four people shot with non-life-threatening injuries during a drive-by on MLK boulevard in Lafayette, LA. There were multiple shooters in the Ford f-150 truck, truck fled the scene. No leads. ",Street/Highway,N/A
8-Mar-16,2016,San Antonio,Texas,TX,"San Antonio, Texas",2,3,The shooter was not identified,N/A,N/A
9-Mar-16,2016,Pittsburgh,Pennsylvania,PA,"Pittsburgh, Pennsylvania",6,3,"Two gunmen working as a team fatally shot five people including a pregnant woman and critically wounded two others at a backyard cookout, with one attacker using a high-velocity rifle to shoot all the victims in the head as they were driven his direction. Authorities later ruled the death of the woman’s 8-month-old fetus a homicide and raised the number of fatalities to six.",Residential home/Neighborhood,No
9-Mar-16,2016,Pittsburgh (Wilkinsburg),Pennsylvania,PA,1304 Franklin Avenue,5,3,N/A,N/A,N/A
9-Mar-16,2016,Wilkinsburg,Pennsylvania,PA,"Wilkinsburg, Pennsylvania",5,3,"A family was having a cookout in the backyard of a house when two gunmen came and started shooting. There is one suspected target, but 5 people were killed, including one pregnant woman. The two gunmen fled the scene and have not been identified.",Residential home/Neighborhood,No
11-Mar-16,2016,Detroit,Michigan,MI,"Detroit, Michigan",2,2,Four men were sitting on a porch when a black SUV with three passengers drove by and opened fire in broad daylight. Two of the men died and two were injured. The SUV got away and there are no suspects,Residential home/Neighborhood,No
11-Mar-16,2016,Trenton,New Jersey,NJ,"Trenton, New Jersey",0,5,"A group of women were arguing on a sidewalk outside of an apartment complex in Trenton, NJ when a black Acura pulled up. Two men got out. And one shot at the women, injuring five. ",Street/Highway,No
12-Mar-16,2016,Elberton,Georgia,GA,"Elberton, Georgia",2,2,"Domestic dispute led a man to shoot his girlfriend, kill her daughter, and injure a bystander who was trying to help the girlfriend",Residential home/Neighborhood,No
12-Mar-16,2016,Oakland,California,CA,"Oakland, California",0,4,The shooter was not identified,N/A,N/A
12-Mar-16,2016,Portland,Oregon,OR,"Portland, Oregon",0,4,The shooter was Bennie London,N/A,N/A
12-Mar-16,2016,Wichita Falls,Texas,TX,"Wichita Falls, Texas",1,3,The shooter was not identified,N/A,N/A
13-Mar-16,2016,Fort Myers,Florida,FL,"Fort Myers, Florida",0,4,"Family was celebrating a birthday party when a group of 12 arrived. Fight broke out, four people shot.",Park/Wilderness,N/A
14-Mar-16,2016,Chicago (East Garfield Park),Illinois,IL,"Chicago (East Garfield Park), Illinois",1,3,The shooter was not identified,N/A,N/A
15-Mar-16,2016,Atlanta,Georgia,GA,"Atlanta, Georgia",0,4,Two groups of people were asked to leave a nightclub when they started arguing. They were outside the club when they started shooting. Five people were injured. ,Entertainment Venue,No
17-Mar-16,2016,Houston,Texas,TX,"Houston, Texas",2,2,The shooter was not identified,N/A,N/A
19-Mar-16,2016,Plantation,Florida,FL,"Plantation, Florida",1,4,A Spring Break party in a house packed with 400 people ended in gunfire that killed one man and wounded four others.,Residential home/Neighborhood,No
19-Mar-16,2016,Wetumpka,Alabama,AL,"Wetumpka, Alabama",2,2,"Shooter fired 12 rounds from a semi-automatic handgun that left two dead and two critically injured in a Saturday afternoon drive-by in Wetumpka, Alabama.",Street/Highway,No
20-Mar-16,2016,Fort Lauderdale (Plantation),Florida,FL,"Fort Lauderdale (Plantation), Florida",1,4,The shooter was not identified,N/A,N/A
20-Mar-16,2016,Louisville,Kentucky,KY,"Louisville, Kentucky",4,0,A former soldier who fatally shot his wife and two children and set their house on fire before killing himself suffered from post-traumatic stress disorder following a military career that included a stint in Iraq.,Residential home/Neighborhood,No
21-Mar-16,2016,Chicago,Illinois,IL,5700 block of West Washington Boulevard,0,4,N/A,N/A,N/A
21-Mar-16,2016,Chicago (Austin),Illinois,IL,"Chicago (Austin), Illinois",0,4,The shooter was not identified,N/A,N/A
21-Mar-16,2016,Sherman,Texas,TX,"Sherman, Texas",4,0,"A man shot and killed his wife and two boys, then he turned the gun on himself.",Residential home/Neighborhood,No
22-Mar-16,2016,Selma,California,CA,"Selma, California",0,4,The shooter was not identified,N/A,N/A
25-Mar-16,2016,Chicago,Illinois,IL,4500 block of West West End Avenue,0,4,N/A,N/A,N/A
25-Mar-16,2016,Chicago (East Garfield Park),Illinois,IL,"Chicago (East Garfield Park), Illinois",0,4,The shooter was not identified,N/A,N/A
25-Mar-16,2016,Denver,Colorado,CO,8501 E. Alameda Avenue,0,4,N/A,N/A,N/A
25-Mar-16,2016,Greenhill,Alabama,AL,"Greenhill, Alabama",2,2,"Husband murders his wife and injures his two sons at their home in rural Alabama, then commits suicide",Residential home/Neighborhood,No
25-Mar-16,2016,Lawrenceburg,Tennessee,TN,"Lawrenceburg, Tennessee",2,2,The man was suspected of shooting his wife and two sons on Friday morning at the family’s home. All three victims were initially shot inside the residence with a shotgun.,Residential home/Neighborhood,No
26-Mar-16,2016,Denver,Colorado,CO,"Denver, Colorado",0,4,The shooter was not identified,N/A,N/A
26-Mar-16,2016,Louisburg,North Carolina,NC,"Louisburg, North Carolina",3,0,"Three people were killed in a shooting at a home. The shooter was on probation after being released from prison about two weeks ago. He was required to wear an ankle bracelet that monitored his whereabouts, but removed the device on Friday — the day before the shootings.",Residential home/Neighborhood,No
31-Mar-16,2016,Chicago (Englewood),Illinois,IL,"Chicago (Englewood), Illinois",0,4,The shooter was not identified,N/A,N/A
31-Mar-16,2016,Richmond,Virginia,VA,"Richmond, Virginia",2,2,"A man fatally shot a Virginia state trooper at a Greyhound bus station before the gunman was killed by other troopers. The trooper had been participating with about a dozen other troopers in a training exercise at the bus station when a brief encounter with the gunman quickly turned violent. The shooter had been sitting in the restaurant at the bus station and went to his luggage near the front entrance. He began to walk away from his bags. The trooper approached the suspect. Shortly after the two talked for a few seconds, with the suspect to the trooper’s immediate right, the shooter pulled a gun from his waistband and shot the trooper from just inches away.",Public transportation,No
31-Mar-16,2016,Richmond ,Virginia,VA,"Richmond , Virginia",2,2,The shooter was James Brown III,N/A,N/A
1-Apr-16,2016,Albuquerque,New Mexico,NM,"Albuquerque, New Mexico",3,1,The shooter killed two of his nephews at the restaurant they owned. He shot and injured his brother. Then killed himself.,Restaurant/Café,No
5-Apr-16,2016,St. Augustine,Florida,FL,"St. Augustine, Florida",2,2,The shooter was Johnny L. Williams Jr.,N/A,N/A
6-Apr-16,2016,Cocoa,Florida,FL,"Cocoa, Florida",1,3,The shooter was not identified,N/A,N/A
7-Apr-16,2016,Chicago,Illinois,IL,"Chicago, Illinois",0,5,Birthday party bus was dropping off party goers in South Shore Chicago when someone on the street started shooting at them. The bus driver drove off quickly protecting the targets. Unknown motivation. No suspects. ,Street/Highway,N/A
7-Apr-16,2016,Chicago (South Shore),Illinois,IL,"Chicago (South Shore), Illinois",0,5,The shooter was not identified,N/A,N/A
9-Apr-16,2016,Albuquerque,New Mexico,NM,"Albuquerque, New Mexico",0,4,A Man shot four uninvited party guests who would not leave the party hosted by the shooter. He started firing when they broke windows and started kicking in the door.,Residential home/Neighborhood,No
9-Apr-16,2016,Anniston,Alabama,AL,"Anniston, Alabama",0,4,The shooter was not identified,N/A,N/A
9-Apr-16,2016,Memphis,Tennessee,TN,"Memphis, Tennessee",0,4,Four people were shot below the waist at a gas station after an altercation broke out at a gas station.,Street/Highway,N/A
10-Apr-16,2016,Los Angeles,California,CA,"Los Angeles, California",0,4,The shooter was not identified,N/A,N/A
10-Apr-16,2016,Milwaukee,Wisconsin,WI,"Milwaukee, Wisconsin",1,3,The shooter was not identified,N/A,N/A
14-Apr-16,2016,Orange,New Jersey,NJ,"Orange, New Jersey",1,3,The shooter was not identified,N/A,N/A
16-Apr-16,2016,Detroit,Michigan,MI,"Detroit, Michigan",1,4,The shooter was not identified,N/A,N/A
16-Apr-16,2016,Enterprise,Alabama,AL,"Enterprise, Alabama",0,4,The shooter was Devonquez Blackmon,N/A,N/A
16-Apr-16,2016,Orlando,Florida,FL,"Orlando, Florida",2,4,"The shooter was Christopher Miller, Lavon Shinn",N/A,N/A
17-Apr-16,2016,Edinburg,Texas,TX,"Edinburg, Texas",1,6,The shooter was  Genaro Maldonado,N/A,N/A
17-Apr-16,2016,Pelzer,South Carolina,SC,"Pelzer, South Carolina",1,3,The shooter was not identified,N/A,N/A
17-Apr-16,2016,Philadelphia,Pennsylvania,PA,"Philadelphia, Pennsylvania",3,1,The shooter was James Dickson,N/A,N/A
18-Apr-16,2016,Long Beach,California,CA,"Long Beach, California",0,3,"Group of men were standing at a street corner when someone came up and fired upon them. One man died, 3 injured. Nothing is known about the shooter.",Street/Highway,N/A
19-Apr-16,2016,Blountsville,Alabama,AL,"Blountsville, Alabama",1,4,The shooter was Daniel Blackmon,N/A,N/A
19-Apr-16,2016,Brooksville,Alabama,AL,"Brooksville, Alabama",1,4,"Shooter fired from his car at two different locations along a highway in rural Alabama. He didn't injure any at the first shootout, but injured four at the second. He was killed by police.",Street/Highway,No
19-Apr-16,2016,Chicago,Illinois,IL,"Chicago, Illinois",1,4,Group of young men were in a park at 2 in the morning when a male walked up and shot them. One fatality. Four injuries. Shooter is unknown.,Park/Wilderness,N/A
19-Apr-16,2016,Chicago (Auburn-Gresham),Illinois,IL,"Chicago (Auburn-Gresham), Illinois",1,4,The shooter was not identified,N/A,N/A
19-Apr-16,2016,Chicago (Gage Park),Illinois,IL,"Chicago (Gage Park), Illinois",1,3,The shooter was not identified,N/A,N/A
19-Apr-16,2016,Katy,Texas,TX,"Katy, Texas",4,0,Man killed his wife and two young children before committing suicide. No explanation has been offered,Residential home/Neighborhood,No
21-Apr-16,2016,Baltimore,Maryland,MD,"Baltimore, Maryland",0,4,Shooter was angry over fact that rival families had been slashing each other's cars. Shooter fired into a block party and injured four.,Residential home/Neighborhood,No
22-Apr-16,2016,Appling,Georgia,GA,"Appling, Georgia",6,0,The shooter was Wayne Anthony Hawes,N/A,N/A
22-Apr-16,2016,Piketon,Ohio,OH,"Piketon, Ohio",8,0,The shooter was not identified,N/A,N/A
23-Apr-16,2016,Auburn,Alabama,AL,"Auburn, Alabama",3,1,The shooter was Tarabien Cobb,N/A,N/A
23-Apr-16,2016,Flint,Michigan,MI,"Flint, Michigan",0,5,The shooter was not identified,N/A,N/A
23-Apr-16,2016,Las Vegas,Nevada,NV,"Las Vegas, Nevada",1,3,The shooter was Juvenile,N/A,N/A
23-Apr-16,2016,New York (Manhattan),New York,NY,"New York (Manhattan), New York",0,4,The shooter was not identified,N/A,N/A
23-Apr-16,2016,Seattle,Washington,WA,"Seattle, Washington",0,4,The shooter was not identified,N/A,N/A
23-Apr-16,2016,Topeka,Kansas,KS,"Topeka, Kansas",1,3,The shooter was Orlando Collins,N/A,N/A
24-Apr-16,2016,Chicago (Englewood),Illinois,IL,"Chicago (Englewood), Illinois",2,3,The shooter was not identified,N/A,N/A
24-Apr-16,2016,Denver,Colorado,CO,"Denver, Colorado",0,4,The shooter was Nghia Trong Tran,N/A,N/A
24-Apr-16,2016,Halifax,Virginia,VA,"Halifax, Virginia",0,6,"Male shooter fired into crown when a deputy police tried, unsuccessfully to stop him. The deputy fired on the shooter and inured him.",Residential home/Neighborhood,no
25-Apr-16,2016,Goodlettsville,Tennessee,TN,"Goodlettsville, Tennessee",0,4,The shooter was not identified,N/A,N/A
25-Apr-16,2016,Miami,Florida,FL,"Miami, Florida",0,5,The shooter was not identified,N/A,N/A
25-Apr-16,2016,Nashville,Tennessee,TN,"Nashville, Tennessee",0,4,The shooter was Demarcus Amos,N/A,N/A
26-Apr-16,2016,District Heights (Forestville),Maryland,MD,6500 block of Hil-Mar Drive,1,4,N/A,N/A,N/A
26-Apr-16,2016,Forestville,Maryland,MD,"Forestville, Maryland",1,4,"Shooter shot from his car at people standing on the street at 1:30 AM. Police don't believe the woman who died was the target, and do not believe the shooting was random.",Street/Highway,N/A
27-Apr-16,2016,Baton Rouge,Louisiana,LA,"Baton Rouge, Louisiana",1,3,The shooter was not identified,N/A,N/A
27-Apr-16,2016,Kilmichael,Mississippi,MS,"Kilmichael, Mississippi",3,1,The shooter was Odell Hallmon,N/A,N/A
29-Apr-16,2016,Ferguson,Missouri,MO,"Ferguson, Missouri",0,4,A group of 15 to 20 people was gathered for a memorial for a family member when two cars drove by and opened fire. Four people were injured. No suspects or specific motive or targets.,Residential home/Neighborhood,No
29-Apr-16,2016,Oakland,California,CA,"Oakland, California",0,5,The shooter was not identified,N/A,N/A
29-Apr-16,2016,Saint Louis (Ferguson),Missouri,MO,400 block of Dade Ave,0,4,N/A,N/A,N/A
29-Apr-16,2016,St. Louis,Missouri,MO,"St. Louis, Missouri",0,4,The shooter was not identified,N/A,N/A
1-May-16,2016,Murfreesboro,Tennessee,TN,"Murfreesboro, Tennessee",0,5,The shooter was not identified,N/A,N/A
3-May-16,2016,Green Cove Springs,Florida,FL,"Green Cove Springs, Florida",4,0,The shooter was Murray Lancaster,N/A,N/A
4-May-16,2016,Katy,Texas,TX,"Katy, Texas",2,2,The shooter was Marion Guy Williams,N/A,N/A
4-May-16,2016,Minneapolis,Minnesota,MN,"Minneapolis, Minnesota",1,7,The shooter was not identified,N/A,N/A
5-May-16,2016,Las Vegas,Nevada,NV,"Las Vegas, Nevada",2,2,The shooter was not identified,N/A,N/A
5-May-16,2016,Miami,Florida,FL,"Miami, Florida",1,3,The shooter was Travis Spitler,N/A,N/A
5-May-16,2016,Shreveport,Louisiana,LA,"Shreveport, Louisiana",2,6,The shooter was not identified,N/A,N/A
6-May-16,2016,Bethesda,Maryland,MD,"Bethesda, Maryland",3,3,The shooter was Eulalio Tordil,N/A,N/A
6-May-16,2016,Detroit,Michigan,MI,"Detroit, Michigan",1,4,The shooter was not identified,N/A,N/A
6-May-16,2016,Montgomery,Alabama,AL,"Montgomery, Alabama",1,3,The shooter was not identified,N/A,N/A
8-May-16,2016,Austin,Texas,TX,"Austin, Texas",1,3,The shooter was Osiel Benitez,N/A,N/A
11-May-16,2016,Birmingham,Alabama,AL,1400 block of 21st Street N,1,4,N/A,N/A,N/A
11-May-16,2016,Burmingham,Alabama,AL,"Burmingham, Alabama",1,4,The shooter was Sedrick Norris,N/A,N/A
11-May-16,2016,Chicago,Illinois,IL,7100 block of South State Street,0,5,N/A,N/A,N/A
11-May-16,2016,Chicago (Park Manor),Illinois,IL,"Chicago (Park Manor), Illinois",0,5,The shooter was not identified,N/A,N/A
12-May-16,2016,Chicago (Roseland),Illinois,IL,"Chicago (Roseland), Illinois",4,0,The shooter was Kevin Robinson,N/A,N/A
14-May-16,2016,Atlanta,Georgia,GA,"Atlanta, Georgia",0,5,The shooter was not identified,N/A,N/A
14-May-16,2016,Charleston,West Virginia,WV,"Charleston, West Virginia",1,3,"The shooter was Donnell Strong, Jacques Slade",N/A,N/A
14-May-16,2016,Phoenix,Arizona,AZ,"Phoenix, Arizona",2,2,The shooter was not identified,N/A,N/A
15-May-16,2016,Evansville,Indiana,IN,"Evansville, Indiana",0,4,The shooter was not identified,N/A,N/A
15-May-16,2016,Moultrie,Georgia,GA,"Moultrie, Georgia",5,0,The shooter was Jeffrey Allen Peacock,N/A,N/A
17-May-16,2016,Ravenel,South Carolina,SC,"Ravenel, South Carolina",3,1,The shooter was Kenneth Ancrum,N/A,N/A
18-May-16,2016,Indianapolis,Indiana,IN,"Indianapolis, Indiana",0,4,The shooter was not identified,N/A,N/A
21-May-16,2016,Jackson,Georgia,GA,"Jackson, Georgia",1,3,"The shooter was Gemarius Oneal, Christopher Walker",N/A,N/A
21-May-16,2016,Stockton,California,CA,"Stockton, California",1,3,The shooter was Robert Michael Baguindo Jr,N/A,N/A
22-May-16,2016,Nashville,Tennessee,TN,"Nashville, Tennessee",0,4,The shooter was not identified,N/A,N/A
22-May-16,2016,New Orleans,Louisiana,LA,"New Orleans, Louisiana",0,4,The shooter was not identified,N/A,N/A
22-May-16,2016,Stockton,California,CA,Poplar and Sutter Streets,1,3,N/A,N/A,N/A
23-May-16,2016,New York (Manhattan),New York,NY,"New York (Manhattan), New York",0,4,The shooter was not identified,N/A,N/A
23-May-16,2016,Newark,New Jersey,NJ,"Newark, New Jersey",0,5,The shooter was not identified,N/A,N/A
25-May-16,2016,New York (Manhattan),New York,NY,"New York (Manhattan), New York",1,3,The shooter was Roland Collins,N/A,N/A
29-May-16,2016,Houston,Texas,TX,"Houston, Texas",2,6,The shooter was Dionisio Garza ,N/A,N/A
29-May-16,2016,Indianapolis,Indiana,IN,"Indianapolis, Indiana",0,4,The shooter was not identified,N/A,N/A
29-May-16,2016,Las Vegas,Nevada,NV,"Las Vegas, Nevada",0,4,The shooter was Pierre Devlin,N/A,N/A
29-May-16,2016,Trenton,New Jersey,NJ,"Trenton, New Jersey",0,6,The shooter was not identified,N/A,N/A
29-May-16,2016,Zillah,Washington,WA,"Zillah, Washington",0,5,The shooter was not identified,N/A,N/A
30-May-16,2016,Baltimore,Maryland,MD,"Baltimore, Maryland",0,5,The shooter was David Warren,N/A,N/A
30-May-16,2016,Sacramento,California,CA,"Sacramento, California",0,5,The shooter was not identified,N/A,N/A
31-May-16,2016,Chicago,Illinois,IL,3300 block of West Huron Street,0,4,N/A,N/A,N/A
31-May-16,2016,Chicago (East Garfield Park),Illinois,IL,"Chicago (East Garfield Park), Illinois",0,4,The shooter was not identified,N/A,N/A
31-May-16,2016,Fort Wayne,Indiana,IN,"Fort Wayne, Indiana",0,4,The shooter was not identified,N/A,N/A
4-Jun-16,2016,Denver,Colorado,CO,"Denver, Colorado",3,1,"The shooter was Chadd Evans, Dejuan Jones, Deashaun Turrentine",N/A,N/A
